"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1849531763326095545","Thu Oct 24 19:21:49 +0000 2024","118426","If you want to avoid nuclear war I strongly urge you to vote for Donald Trump. In fact I would go so far as to say that a vote for Kamala Harris is a vote for nuclear war. https://t.co/HC4smGEgZ7","1849531763326095545","https://pbs.twimg.com/amplify_video_thumb/1849531535999016960/img/emax0KRr8sgyz8I7.jpg","","en","Los Angeles, California","1973","5512","31416","https://x.com/RobertKennedyJr/status/1849531763326095545","337808606","RobertKennedyJr"
"1848143559825789369","Sun Oct 20 23:25:36 +0000 2024","492986","this gonna be the funniest picture of all time if he loses https://t.co/4Bz9sAC95q","1848143559825789369","https://pbs.twimg.com/media/GaXsxXeXcAAwPEW.jpg","","en","","1518","5696","19270","https://x.com/ayeejuju/status/1848143559825789369","1538230472299270144","ayeejuju"
"1849562273997803984","Thu Oct 24 21:23:03 +0000 2024","185349","https://t.co/czQRkZmYUH https://t.co/9HYfb0yVfv","1849562273997803984","https://pbs.twimg.com/media/Gar3FXKaAAAdzQX.jpg","","zxx","","915","5877","28568","https://x.com/realDonaldTrump/status/1849562273997803984","25073877","realDonaldTrump"
"1849115023848976413","Wed Oct 23 15:45:51 +0000 2024","6225","JUST IN: 🇺🇸 Donald Trump says he will sign an executive order banning schools from promoting critical race theory or transgender insanity. I will take historic action to defeat the toxic poison of gender ideology and reaffirm that God created 2 genders. https://t.co/TgO39rHls2","1849115023848976413","https://pbs.twimg.com/amplify_video_thumb/1849114957172064256/img/SHEY1t8dUoAkeIMz.jpg","","en","BRICS","121","277","1312","https://x.com/BRICSinfo/status/1849115023848976413","1449140157903482882","BRICSinfo"
"1848215009689768308","Mon Oct 21 04:09:31 +0000 2024","1432748","https://t.co/YkLtEaC3OI","1848215009689768308","https://pbs.twimg.com/media/GaYtu68agAAZqi5.jpg","","zxx","","12258","34224","127320","https://x.com/realDonaldTrump/status/1848215009689768308","25073877","realDonaldTrump"
"1848117048783602000","Sun Oct 20 21:40:15 +0000 2024","12303","Do you agree Barack Obama was Americas greatest mistake? Yes or No? https://t.co/lmKaoVCYwR","1848117048783602000","https://pbs.twimg.com/media/GaXUqGkXIAAp1Yv.jpg","","en","USA","281","6191","1256","https://x.com/realTrumpNewsX/status/1848117048783602000","1810341133911994368","realTrumpNewsX"
"1849541949612826939","Thu Oct 24 20:02:18 +0000 2024","75883","Novak Djokovic made the sign of the cross and thanked God on his knees after his victory. The mainstream media censored this! Let's make it go VIRAL! https://t.co/HWQHEixKiY","1849541949612826939","https://pbs.twimg.com/ext_tw_video_thumb/1849541099326414848/pu/img/ariGO3v_fFM5y5WQ.jpg","","en","United States","347","807","22968","https://x.com/DonaldTNews/status/1849541949612826939","1659987684918435847","DonaldTNews"
"1849043136363851814","Wed Oct 23 11:00:11 +0000 2024","15850","How many of you are sick and tired of Taylor Swift? https://t.co/0qB2dgaT5v","1849043136363851814","https://pbs.twimg.com/media/Gake7XhXkAAGQnl.jpg","","en","USA","188","3657","849","https://x.com/realTrumpNewsX/status/1849043136363851814","1810341133911994368","realTrumpNewsX"
"1847993127010787360","Sun Oct 20 13:27:50 +0000 2024","13827","A. YES B. NO https://t.co/Le4KO7lsYe","1847993127010787360","https://pbs.twimg.com/media/GaVj8xNWoAAZvWF.jpg","","en","United States","271","6335","1649","https://x.com/DonaldJTNewsX/status/1847993127010787360","1803051808614395904","DonaldJTNewsX"
"1849571454783721652","Thu Oct 24 21:59:32 +0000 2024","26398","BREAKING: Donald Trump has a 91.9% chance of winning the 2024 election under the most recent national polling https://t.co/4sz47os4yg","1849571454783721652","https://pbs.twimg.com/media/Gar_X4MWAAAMj7L.jpg","","en","Florida","234","1003","3880","https://x.com/EricLDaugh/status/1849571454783721652","763094579491008512","EricLDaugh"
"1849590089065881712","Thu Oct 24 23:13:35 +0000 2024","105497","BREAKING: MEL GIBSON CONFIRMS HE IS VOTING FOR DONALD TRUMP SHE'S GOT THE IQ OF A FENCE POST https://t.co/6fOxh9vWP2","1849590089065881712","https://pbs.twimg.com/ext_tw_video_thumb/1849589964201504769/pu/img/w93LGQYSnyCvLvur.jpg","","en","","1013","2412","16986","https://x.com/JackPosobiec/status/1849590089065881712","592730371","JackPosobiec"
"1849531196621062387","Thu Oct 24 19:19:34 +0000 2024","7971","Today I voted for the first time in my life for Donald J Trump! 🇺🇸 Pray for President Trump to win this election and Make America Great Again Fort Wayne IN https://t.co/pNClum9wwb","1849531196621062387","https://pbs.twimg.com/media/Garaun5W4AA3HCs.jpg","","en","","17","345","947","https://x.com/Chu7chill/status/1849531196621062387","1808641887819214849","Chu7chill"
"1849626545700188313","Fri Oct 25 01:38:27 +0000 2024","88942","Just because Donald Trump acts goofy doesn t mean his presidency wouldn t be dangerous. And you don t have to take my word for it. Lately some of the people who know Trump the best have been saying in no uncertain terms that he should not be president again. https://t.co/fIaTKykSf5","1849626545700188313","https://pbs.twimg.com/ext_tw_video_thumb/1849624615556882432/pu/img/P2Emt3IIbGUiWGtY.jpg","","en","Washington, DC","856","6558","17974","https://x.com/BarackObama/status/1849626545700188313","813286","BarackObama"
