"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1850007438990233790","Sat Oct 26 02:51:59 +0000 2024","430","Vice President Harris: The Attorney General of Texas is suing to get their hands on the private medical records of women who leave the state to get care. So see what is happening. Donald Trump won t let anyone see his medical records. But these guys want to get their hands on https://t.co/g1wu4RXCA4","1850007438990233790","https://pbs.twimg.com/media/GayL8XbW8AEF2Nm.jpg","","en","","8","51","154","https://x.com/KamalaHQ/status/1850007438990233790","3315264553","KamalaHQ"
"1849097896823595117","Wed Oct 23 14:37:47 +0000 2024","119048","BREAKING: Kamala Harris declines podcast interview with Joe Rogan. https://t.co/ngFud1kGWN","1849097896823595117","https://pbs.twimg.com/media/GalQvLJWIAA2l0H.jpg","","en","The internet","2735","8237","9736","https://x.com/RealPatrickWebb/status/1849097896823595117","930561624875945989","RealPatrickWebb"
"1847767276998557876","Sat Oct 19 22:30:23 +0000 2024","40395","BREAKING: In a senile moment Donald Trump is rambling about the size of Arnold Palmer s private parts. This is insane. https://t.co/LMpITtQmeW","1847767276998557876","https://pbs.twimg.com/amplify_video_thumb/1847765336373739520/img/IsGRtRrjNEkt1TZf.jpg","","en","","1716","5283","9809","https://x.com/harris_wins/status/1847767276998557876","1486069441259397125","harris_wins"
"1848005868320702568","Sun Oct 20 14:18:27 +0000 2024","64331","BREAKING: In a stunning admission one of the most conservative Senators Senator Mitch McConnell admitted it was Donald Trump who sabotaged the toughest border security legislation proposed in decades. Retweet to make sure every American sees this.https://t.co/kqAf2XoTlb","1848005868320702568","https://pbs.twimg.com/media/GYfStipWIAAm4oI.jpg","","en","","929","4405","31431","https://x.com/harris_wins/status/1848005868320702568","1486069441259397125","harris_wins"
"1850000383306780951","Sat Oct 26 02:23:57 +0000 2024","1527","Beyoncé at Kamala Harris rally in Houston. https://t.co/ZBMpwl2ewV","1850000383306780951","https://pbs.twimg.com/media/GayFh8VXMAAvFSx.jpg","","en","✉️ metgalareach@gmail.com","81","29","289","https://x.com/21metgala/status/1850000383306780951","1253176287717396483","21metgala"
"1838594336856117411","Tue Sep 24 15:00:23 +0000 2024","83753","Trump s Rescue Mission: Saving America is the film Kamala Harris and her allies in the biased media don t want you to see. With an incredible cast it dares to tell the truth about Kamala s radical left-wing agenda. This is a must see go to: https://t.co/jq0b6Mjlpz. https://t.co/ySoc2ny2Wt","1838594336856117411","https://pbs.twimg.com/amplify_video_thumb/1838594082253475845/img/vgifyVIJ5Qd0UNmo.jpg","","en","","682","4891","25777","https://x.com/realDonaldTrump/status/1838594336856117411","25073877","realDonaldTrump"
"1847357652935848092","Fri Oct 18 19:22:41 +0000 2024","32888","Have you seen this chart? https://t.co/4SonWJTkLu","1847357652935848092","https://pbs.twimg.com/media/GaMhvu1WkAAfw7-.jpg","","en","Fort Lauderdale, FL","280","680","5822","https://x.com/patrickbetdavid/status/1847357652935848092","45167431","patrickbetdavid"
"1848202549372854499","Mon Oct 21 03:20:00 +0000 2024","48684","This Harris ad is fucking amazing. https://t.co/KnuOra5Mcq","1848202549372854499","https://pbs.twimg.com/media/GaTSFcfXUAAdv_s.jpg","","en","United States of America","539","711","18094","https://x.com/AesPolitics1/status/1848202549372854499","1707763125280219136","AesPolitics1"
"1847465857934303248","Sat Oct 19 02:32:39 +0000 2024","24554","Cher endorses Kamala Harris and Tim Walz in new video. https://t.co/zmaLkFAHS0","1847465857934303248","https://pbs.twimg.com/ext_tw_video_thumb/1847422059103629312/pu/img/PcjAdW5ZeB3qRi8r.jpg","","en","","54","266","1657","https://x.com/PopCrave/status/1847465857934303248","4429003533","PopCrave"
"1847728451597259194","Sat Oct 19 19:56:06 +0000 2024","19856","Do you think Kamala Harris and Tim Walz are communists ? https://t.co/1NI7a8651X","1847728451597259194","https://pbs.twimg.com/media/GaRzO9sXoAA2udE.jpg","","en","END WOKENESS","484","10511","2332","https://x.com/TulsiGabbardrep/status/1847728451597259194","1592117106","TulsiGabbardrep"
"1847685867541770369","Sat Oct 19 17:06:53 +0000 2024","16316"," Christ is King Jesus is Lord Kamala Harris: Oh you guys are at the wrong rally. No I think you meant to go to the smaller one down the street. This video is very real. Kamala Harris does not support Christians. This must go viral https://t.co/CvB5eBDJgV","1847685867541770369","https://pbs.twimg.com/amplify_video_thumb/1847646405340381184/img/GNi1zJ4IWu7BrF18.jpg","","en"," 35 DJT RTs ","417","828","8557","https://x.com/TONYxTWO/status/1847685867541770369","1261816778256265222","TONYxTWO"
"1849946441227157928","Fri Oct 25 22:49:36 +0000 2024","221","🇺🇸 ¿DONALD TRUMP O KAMALA HARRIS? TRUMP ️ KAMALA https://t.co/TUld8TCAkd","1849946441227157928","https://pbs.twimg.com/media/GaxUfDJWMAANzc4.jpg","","in","","3","22","248","https://x.com/NewsDayMundo/status/1849946441227157928","1256798446343933958","NewsDayMundo"
"1848885864182780410","Wed Oct 23 00:35:15 +0000 2024","31556","Obama raps Eminem s Lose Yourself at Kamala Harris rally in Detroit. https://t.co/kwVVyNBQzK","1848885864182780410","https://pbs.twimg.com/amplify_video_thumb/1848885436539703296/img/kd4DF9QzZajPEZGJ.jpg","","en","","1172","501","3952","https://x.com/PopBase/status/1848885864182780410","1138458175663988738","PopBase"
"1848485000385323344","Mon Oct 21 22:02:21 +0000 2024","17423"," I don t know if we American realise how important we are to the world Kamala Harris We would like America to disappear entirely and never be spoken about again The World https://t.co/imBEymKjiU","1848485000385323344","https://pbs.twimg.com/amplify_video_thumb/1848417065071218688/img/7bcSOgp9Wq5FXKvS.jpg","","en","With all oppressed people","287","665","3318","https://x.com/ecomarxi/status/1848485000385323344","966050884886155264","ecomarxi"
"1846940848274968600","Thu Oct 17 15:46:27 +0000 2024","29145","Trump's odds are up 2.5% after Kamala Harris' Fox News interview. He now has a 24% lead. https://t.co/7YFOFzwrfu","1846940848274968600","https://pbs.twimg.com/media/GaGmsEJXUAAa5JR.jpg","","en","","765","1374","3892","https://x.com/Polymarket/status/1846940848274968600","1261335549215989760","Polymarket"
"1849592861513109825","Thu Oct 24 23:24:36 +0000 2024","14766"," Kamala Harris has the IQ of a fence post. -Mel Gibson https://t.co/wanG2qAihy","1849592861513109825","https://pbs.twimg.com/media/GasSytJXAAACP-S.jpg","","en","Texas, USA","55","324","1661","https://x.com/SteveLovesAmmo/status/1849592861513109825","1638262165269368846","SteveLovesAmmo"
"1847302270972506253","Fri Oct 18 15:42:37 +0000 2024","21498","Governor Josh Shapiro: I'm seeing more and more Republicans and independents importantly begin to line up behind Kamala Harris. #RepublicansForHarris https://t.co/EDk3s5re1C","1847302270972506253","https://pbs.twimg.com/media/GaIRvUpW4AA3fdv.jpg","","en","United States","96","845","4952","https://x.com/RpsAgainstTrump/status/1847302270972506253","1221462414744596483","RpsAgainstTrump"
"1849495308645871957","Thu Oct 24 16:56:58 +0000 2024","9835","Kamala Harris will be a phenomenal president. Do you agree? Yes or No? https://t.co/0DEme2nK7k","1849495308645871957","https://pbs.twimg.com/media/Gaq6Lm6WAAErEAe.jpg","","en","","140","3065","1982","https://x.com/Damaan4u33/status/1849495308645871957","3353330837","Damaan4u33"
"1847660109750555036","Sat Oct 19 15:24:32 +0000 2024","23289","Oh boy . Candace Owens has made contact with a Japanese Journalist named Yoichi Shimatsu who connects Kamala Harris mother to the MKUltra Program This dude has some very interesting work Yoichi Shimatsu is a Hong Kong-based freelance journalist He is Editor at https://t.co/TGwZVUzaha","1847660109750555036","https://pbs.twimg.com/amplify_video_thumb/1847660025956687872/img/EVyLe7ddPO_LOVxM.jpg","","en","Earth","259","314","7845","https://x.com/MJTruthUltra/status/1847660109750555036","1634986333721559041","MJTruthUltra"
"1847413058982822193","Fri Oct 18 23:02:51 +0000 2024","7449","Germans are predicting Kamala Harris will win the Presidential election. https://t.co/D4mtJZTuja","1847413058982822193","https://pbs.twimg.com/media/GaNUR9pX0AApqxq.jpg","","en","👉","575","3284","756","https://x.com/WallStreetSilv/status/1847413058982822193","1366565625401909249","WallStreetSilv"
"1847342191724699696","Fri Oct 18 18:21:15 +0000 2024","20230","Gretchen Whitmer is spitting fire at Donald Trump at VP Kamala Harris' rally in Grand Rapids Michigan: Donald Trump has shown us that he is incapable of handling a crisis. He's a petty man who tells dangerous lies and is always looking for someone else to blame. Go Big https://t.co/kCqc6jRro0","1847342191724699696","https://pbs.twimg.com/ext_tw_video_thumb/1847341697606221824/pu/img/o1QNBK_z_R1125YM.jpg","","en","Rent Free in MAGAland","117","1260","6459","https://x.com/ArtCandee/status/1847342191724699696","1593635660681957399","ArtCandee"
"1847036895600975900","Thu Oct 17 22:08:06 +0000 2024","8426","JUST IN: 🇺🇸 Elon Musk says Kamala Harris and Joe Biden are controlled puppets. https://t.co/YbdcOnBomV","1847036895600975900","https://pbs.twimg.com/amplify_video_thumb/1847036791414476800/img/EGrI20PLgDRhxUTN.jpg","","en","BRICS","192","601","1810","https://x.com/BRICSinfo/status/1847036895600975900","1449140157903482882","BRICSinfo"
"1846971954538205428","Thu Oct 17 17:50:03 +0000 2024","35529","Mariska Hargitay endorses Kamala Harris in new video: I ve spent my life fighting for girls and women both on-screen and off. You might not be surprised to hear that I like strong leaders https://t.co/58hhJhtbWs","1846971954538205428","https://pbs.twimg.com/ext_tw_video_thumb/1846949077650464770/pu/img/7ewpKfJRSggwYJIa.jpg","","en","","337","455","4443","https://x.com/PopBase/status/1846971954538205428","1138458175663988738","PopBase"
"1846909169367969853","Thu Oct 17 13:40:34 +0000 2024","62774"," I wouldn t vote for Kamala Harris even if she told me she was gonna give me a million dollars. You wanna know why? Cause I know she ain t gonna do that sh*t. She s really lying to yall. SPOT ON https://t.co/65FA1UMSBd","1846909169367969853","https://pbs.twimg.com/amplify_video_thumb/1846909099209809920/img/t9rpO96cYzmar7f3.jpg","","en"," 35 DJT RTs ","350","1849","12455","https://x.com/TONYxTWO/status/1846909169367969853","1261816778256265222","TONYxTWO"
"1847026629752819759","Thu Oct 17 21:27:19 +0000 2024","22905","OH SNAP!!!!! VP Kamala Harris told hecklers that they were at the wrong rally. I think you meant to go to the smaller one down the street. https://t.co/0ele1xq3MR","1847026629752819759","https://pbs.twimg.com/amplify_video_thumb/1847024868870836227/img/XqBKgnFIA9fUUv8J.jpg","","en","Rent Free in MAGAland","334","1723","5361","https://x.com/ArtCandee/status/1847026629752819759","1593635660681957399","ArtCandee"
"1848245072820617460","Mon Oct 21 06:08:58 +0000 2024","83197","OH SH*T @TulsiGabbard tells the American people I warned you about her (Kamala Harris) in 2019 . Wow Tulsi is a gift to this nation God Bless you Lt. Colonel https://t.co/G1eYCBrKYF","1848245072820617460","https://pbs.twimg.com/amplify_video_thumb/1847799929567113216/img/rZMronhybdJTHcJV.jpg","","en","Grand Rapids, MI","342","488","17071","https://x.com/BryceMLipscomb/status/1848245072820617460","1685161292179345408","BryceMLipscomb"
"1847014045213462744","Thu Oct 17 20:37:18 +0000 2024","9966","Yahya Sinwar the leader of Hamas was responsible for the killing of thousands of innocent people including the victims of October 7 and hostages killed in Gaza. He had American blood on his hands. Because of his death the United States Israel and the entire world are https://t.co/baCM0SFYDT","1847014045213462744","https://pbs.twimg.com/ext_tw_video_thumb/1847013007701721088/pu/img/qoorvKshzvzgWoqt.jpg","","en","","772","5707","2125","https://x.com/VP/status/1847014045213462744","803694179079458816","VP"
"1847728984630386988","Sat Oct 19 19:58:13 +0000 2024","36415","Let s break some early voting records today Detroit. https://t.co/VbrfuqVy9P https://t.co/JKC2ijn3MP","1847728984630386988","https://pbs.twimg.com/media/GaRfkALXUAA6c4V.jpg","","en","Washington, DC","204","3214","6390","https://x.com/KamalaHarris/status/1847728984630386988","30354991","KamalaHarris"
"1848886223634633189","Wed Oct 23 00:36:41 +0000 2024","114586","Eminem speaks at Kamala Harris rally in Detroit. https://t.co/wr5VijWNqA","1848886223634633189","https://pbs.twimg.com/media/GaiP5uWXEAAt-r4.jpg","","et","","2944","1433","9198","https://x.com/PopBase/status/1848886223634633189","1138458175663988738","PopBase"
"1848143034908889287","Sun Oct 20 23:23:31 +0000 2024","18789","BREAKING: Bill Clinton just perfectly explained why we all need to be supporting Kamala Harris right now. Retweet to make sure every voter sees this. https://t.co/agPkhN3c4q","1848143034908889287","https://pbs.twimg.com/ext_tw_video_thumb/1848093084065689600/pu/img/5XyGamGp7wc68FsA.jpg","","en","","104","1097","8366","https://x.com/harris_wins/status/1848143034908889287","1486069441259397125","harris_wins"
"1849103200013500656","Wed Oct 23 14:58:52 +0000 2024","6990","So just how dumb is Kamala Harris? Well here she is thinking she s pumping electricity in the same way you would fuel. Dumb enough for you yet? https://t.co/3ZVJNj62dx","1849103200013500656","https://pbs.twimg.com/amplify_video_thumb/1849103147324600321/img/khfWQ65aBKZCunu0.jpg","","en","In Between The Atlantic","292","595","2441","https://x.com/BGatesIsaPyscho/status/1849103200013500656","629698642","BGatesIsaPyscho"
"1847363327443562913","Fri Oct 18 19:45:14 +0000 2024","17489","MUST WATCH Kamala Harris was asked what she would do differently last 3.5 years she said: Let me be candid with you Vice Presidents are not critical to their Presidents WAIT WHAT ? Would be a shame if everyone on 𝕏 saw this https://t.co/FF5fwFzHNa","1847363327443562913","https://pbs.twimg.com/amplify_video_thumb/1847363276084301826/img/feLPfuSPhc50W2gk.jpg","","en","TURN ON NOTIFICATIONS 🔔","258","434","10096","https://x.com/MTGrepp/status/1847363327443562913","1663701168839872512","MTGrepp"
"1847095941876097080","Fri Oct 18 02:02:44 +0000 2024","38412","BREAKING: Former GOP Congressman Charlie Dent from Pennsylvania has endorsed Kamala Harris for a President. His endorsement is seen as a boost to Harris in the swing state. RETWEET to thank Dent for putting country over party! https://t.co/B3WDqNrYQX","1847095941876097080","https://pbs.twimg.com/media/GaIz7H4WsAAi6aK.jpg","","en","","285","987","13432","https://x.com/DisavowTrump20/status/1847095941876097080","772958490356617216","DisavowTrump20"
"1850006012956119276","Sat Oct 26 02:46:19 +0000 2024","595","LOVE this. Vice President Kamala Harris just said This needs to be said. Men across America do not want to see their daughters and wives and sisters and mothers put at risk because their rights' have been taken. I see the men here and I thank you. More of this.","1850006012956119276","","","en","Wilmington, DE","4","12","137","https://x.com/Victorshi2020/status/1850006012956119276","1084468387491790848","Victorshi2020"
"1846783351278944439","Thu Oct 17 05:20:37 +0000 2024","186076","The beautiful thing about the @BretBaier interview is that @KamalaHarris understood and responded to each question. She used examples of policies. She gave real world context. When Brett went hard after her. She didn t call him names. She didn t quit the interview. She","1846783351278944439","","","en","","4596","49174","43090","https://x.com/mcuban/status/1846783351278944439","16228398","mcuban"
"1830709499629330533","Mon Sep 02 20:48:52 +0000 2024","166858","Happy Labor Day to all of our American Workers who represent the Shining Example of Hard Work and Ingenuity. Under Comrade Kamala Harris all Americans are suffering during this Holiday weekend High Gas Prices Transportation Costs are up and Grocery Prices are through the https://t.co/a2FqhEDI5s","1830709499629330533","https://pbs.twimg.com/media/GWf8lqMWoAAsJrv.jpg","","en","","990","11140","26912","https://x.com/realDonaldTrump/status/1830709499629330533","25073877","realDonaldTrump"
"1848168856717504614","Mon Oct 21 01:06:07 +0000 2024","78975","BREAKING: McDonald s just went on the record today and officially put out a statement saying that Kamala Harris NEVER worked at McDonald s. This means that Kamala Harris lied about her resume on top of lying about her heritage and her grandmothers identity.","1848168856717504614","","","en","Texas, USA","493","2649","13735","https://x.com/VoteHarrisOut/status/1848168856717504614","1695193884769271808","VoteHarrisOut"
"1849490968656896009","Thu Oct 24 16:39:43 +0000 2024","90053","Joe Rogan Fires Back At Kamala Harris Saying Free Speech Doesn t Include Misinformation Like who the f*ck gets to decide what's information? Only the government? The people that have lied about basically everything? One of the things that has been discussed is cracking down https://t.co/X7uu2EewyL","1849490968656896009","https://pbs.twimg.com/amplify_video_thumb/1849490844820062209/img/goNvBS2EteRbmEV1.jpg","","en","United States of Corruption","539","1022","24231","https://x.com/WallStreetApes/status/1849490968656896009","1099579684981944320","WallStreetApes"
"1849791375597809712","Fri Oct 25 12:33:26 +0000 2024","33314","Georgia we ve been turning OUT we ve been turning UP and we can t stop NOW‼ We ve got 11 days to choose which way our country is gonna go from here and I was FIRED UP to be in Georgia to proudly support @KamalaHarris as our next PRESIDENT.🇺🇸 LET S GO. TURN UP TURN OUT https://t.co/rxflkW8u20","1849791375597809712","https://pbs.twimg.com/amplify_video_thumb/1849791319830351872/img/bNiaXOrcEUtBYOpO.jpg","","en","","289","3033","7751","https://x.com/SamuelLJackson/status/1849791375597809712","75974281","SamuelLJackson"
"1848046893168734598","Sun Oct 20 17:01:29 +0000 2024","96022","Omg Judge Joe Brown absolutely destroys Kamala Harris MUST WATCH https://t.co/zcOG5jksyd","1848046893168734598","https://pbs.twimg.com/amplify_video_thumb/1848046623881826304/img/5LXhw-ep0cED4Y4o.jpg","","en"," 35 DJT RTs ","2286","2217","32165","https://x.com/TONYxTWO/status/1848046893168734598","1261816778256265222","TONYxTWO"
"1847488625665040547","Sat Oct 19 04:03:07 +0000 2024","65172","Wow this Pastor called out Kamala Harris for telling Christians they weren t welcome at her rallies and it s absolutely blowing up on TikTok https://t.co/YGQvE8SHiN","1847488625665040547","https://pbs.twimg.com/amplify_video_thumb/1847488435726016512/img/gGrYWMb6P1AJgsoT.jpg","","en","Palm Beach, FL","644","1608","23208","https://x.com/alexbruesewitz/status/1847488625665040547","499154896","alexbruesewitz"
"1846905096790999427","Thu Oct 17 13:24:23 +0000 2024","28331","Donald Trump incited an attack on our nation s democracy because he didn t like the outcome of the election. If January 6 was a bridge too far there is a place for you in our campaign.","1846905096790999427","","","en","Washington, DC","243","4541","6781","https://x.com/KamalaHarris/status/1846905096790999427","30354991","KamalaHarris"
"1847010761169854691","Thu Oct 17 20:24:15 +0000 2024","83744","Kamala Harris' appearance on Fox News garnered the highest ratings the network has seen in four years and her most viewed television interview of the entire election cycle. https://t.co/G2CXxAaaag","1847010761169854691","","","en","New York & Research Triangle","860","5544","11782","https://x.com/notcapnamerica/status/1847010761169854691","33913156","notcapnamerica"
"1849588662230712641","Thu Oct 24 23:07:55 +0000 2024","43830","BREAKING: In a stunning admission one of the most conservative Senators Senator James Lankford admits that it was Donald Trump who sabotaged the toughest border security legislation proposed in decades. Retweet to make sure every American sees this. https://t.co/K5R5VdPr2J","1849588662230712641","https://pbs.twimg.com/ext_tw_video_thumb/1781072269910970368/pu/img/5I-2IOG3xlHfzsJs.jpg","","en","","607","2368","23167","https://x.com/harris_wins/status/1849588662230712641","1486069441259397125","harris_wins"
"1849909237448614275","Fri Oct 25 20:21:46 +0000 2024","4638"," If she (Kamala Harris) ever won my life won t be so great in this country Sounds like a fantastic reason to vote for Kamala Harris! https://t.co/kLv5vhArKL","1849909237448614275","https://pbs.twimg.com/media/GawxTmFWcAAP5HX.jpg","","en","Boston, MA","59","201","915","https://x.com/David_Leavitt/status/1849909237448614275","63514682","David_Leavitt"
"1850008306741309663","Sat Oct 26 02:55:26 +0000 2024","88","Vice President Harris: Donald Trump was able to erase half a century of hard-fought progress for women in just four years. And now look at Project 2025. He will ban abortion nationwide if he wins https://t.co/GabFAoKmi6","1850008306741309663","https://pbs.twimg.com/media/GayMu41WMAAH04H.jpg","","en","","0","15","31","https://x.com/KamalaHQ/status/1850008306741309663","3315264553","KamalaHQ"
"1849531078840652268","Thu Oct 24 19:19:06 +0000 2024","31881","See you soon Georgia. https://t.co/wynMpcpH3X","1849531078840652268","https://pbs.twimg.com/media/GaraspOXYAEeiLP.jpg","","en","Washington, DC","392","4894","5224","https://x.com/KamalaHarris/status/1849531078840652268","30354991","KamalaHarris"
"1849308045722918918","Thu Oct 24 04:32:51 +0000 2024","50196","I just went on Fox News and broke my foot up in Kamala Harris s ass. Absolutely destroyed that stupid bitch. You are welcome America https://t.co/aEThlrBo2Y","1849308045722918918","https://pbs.twimg.com/ext_tw_video_thumb/1849306211230928897/pu/img/ylCfh10gucxktZKZ.jpg","","en","Texas, USA","549","2587","12709","https://x.com/VoteHarrisOut/status/1849308045722918918","1695193884769271808","VoteHarrisOut"
"1847063043479306508","Thu Oct 17 23:52:00 +0000 2024","29422","I just landed in Raleigh North Carolina. I m here to get out the vote for Kamala Harris and flip this state BLUE! Let s do this. https://t.co/sqbN4XYAFc","1847063043479306508","https://pbs.twimg.com/media/GaIWDF4WQAArwHi.jpg","","en","","328","5709","3356","https://x.com/harryjsisson/status/1847063043479306508","428454304","harryjsisson"
"1849585666713063524","Thu Oct 24 22:56:01 +0000 2024","69475","DEVELOPING: Hollywood actor Mel Gibson said Kamala Harris has the IQ of a Fence Post after he was asked who he is voting for at LAX. https://t.co/iFzwmubDIb","1849585666713063524","https://pbs.twimg.com/amplify_video_thumb/1849585599478427648/img/Fa_rj9RgVGwp8fdh.jpg","","en","Nashville TN","775","1960","12890","https://x.com/dom_lucre/status/1849585666713063524","3096147528","dom_lucre"
